index,Num,prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,label
38347,20230405산천017358A,JJBB,K,2023-04-05,2023-08-27,322.2784,5.8595,5.8514,F2,2022.11,0
38353,20230624수성032932C,GGMD,L,2023-06-24,2023-07-25,398.6057,5.5939,6.1097,F2,2701.24,1
38356,20230408오포005865A,KCMD,K,2023-04-08,2023-04-20,316.8386,7.5018,5.0056,F3,673.86,0
38360,20230501산천065603A,KCMD,C,2023-05-01,2023-05-28,131.5749,7.5678,5.8944,F2,506.55,0
38367,20230625수성026429C,KCMD,P,2023-06-25,2023-10-06,390.5524,6.5033,6.8402,F2,777.11,1
38374,20230419창하006391A,KCMD,K,2023-04-19,2023-05-22,319.1941,6.3444,6.7095,F3,718.68,0
38379,20230402오포053696A,GBMD,L,2023-04-02,2023-06-20,314.8033,7.3852,6.2689,F1,897.44,1
38383,20230618수성062095C,KCMD,C,2023-06-18,2023-07-22,389.7167,6.2619,6.8314,F3,783.29,1
38384,20230629수성017417C,JJBB,K,2023-06-29,2023-07-16,395.2939,6.5188,6.8069,F3,2053.57,0
38392,20230416오포020820A,KCMD,K,2023-04-16,2023-05-24,314.1755,5.909,5.8528,F3,676.16,0
38396,20230511산천014496A,GBMD,K,2023-05-11,2023-06-13,127.9668,5.7352,5.7685,F3,697.16,0
38401,20230611수성018862C,KCMD,K,2023-06-11,2023-06-30,397.5118,6.532,6.7481,F3,792.8,0
38402,20230518산천071405A,KCMD,C,2023-05-18,2023-06-02,131.56,6.7675,5.7589,F1,510.57,0
38405,20230602창하057033B,GBMD,L,2023-06-02,2023-06-15,398.7375,6.1693,6.5536,F1,1000.8,0
38409,20230627수성044348C,JJBB,L,2023-06-27,2023-07-23,399.2128,6.277,6.8197,F3,2049.98,0
38411,20230528수성012654C,GGMD,K,2023-05-28,2023-06-02,128.5321,6.3145,5.5725,F3,2427.85,0
38413,20230628오포053830A,GBMD,L,2023-06-28,2023-06-29,395.5822,6.1894,6.8028,F1,982.09,0
38417,20230424산천069255A,JJBB,C,2023-04-24,2023-07-28,329.2782,5.6631,5.9805,F2,2026.38,1
38429,20230506창하042249A,JJBB,L,2023-05-06,2023-11-26,130.9055,7.0334,6.2613,F3,1798.99,0
38437,20230509산천031165A,JJBB,L,2023-05-09,2023-09-21,129.2116,7.4462,5.7105,F2,1833.15,1
38445,20230512수성056502C,JJBB,L,2023-05-12,2023-06-24,130.5009,7.012,5.7167,F3,1775.44,0
38450,20230416산천049861A,KCMD,L,2023-04-16,2023-06-23,323.8544,5.9276,6.416,F1,700.68,0
38452,20230621수성086804C,GBMD,Y,2023-06-21,2023-08-26,405.8855,6.2283,7.0105,F2,1075.94,0
38454,20230528오포002594A,KCMD,K,2023-05-28,2023-07-03,129.0772,5.99,5.9084,F3,493.01,0
38458,20230401창하096331C,KCMD,Y,2023-04-01,2023-06-10,326.7679,6.0491,6.4504,F3,742.09,0
38460,20230515수성075246C,GBMD,C,2023-05-15,2023-06-03,131.5328,5.8583,5.8143,F2,800.89,1
38462,20230413오포099256A,GBMD,Y,2023-04-13,2023-04-23,327.146,6.0075,6.2623,F3,895.54,0
38467,20230408수성063031C,KCMD,C,2023-04-08,2023-06-29,321.8959,7.5309,6.0862,F2,706.73,0
38494,20230412수성098140C,KCMD,Y,2023-04-12,2023-04-19,327.2793,6.1942,6.2671,F3,724.54,0
38498,20230610수성086229C,KCMD,Y,2023-06-10,2023-08-01,409.6288,6.2885,6.6378,F3,804.27,0
38505,20230626오포082895A,KCMD,C,2023-06-26,2023-10-11,390.4789,6.2919,6.7134,F2,751.94,1
38506,20230624산천094009A,KCMD,Y,2023-06-24,2023-08-22,399.1959,6.6685,6.7387,F3,775.86,0
38507,20230410산천004105A,KCMD,K,2023-04-10,2023-06-09,314.198,5.9949,5.8231,F3,693.95,1
38513,20230406산천040486A,KCMD,L,2023-04-06,2023-04-13,327.9233,5.8692,5.675,F3,709.16,0
38518,20230502수성087206C,KCMD,Y,2023-05-02,2023-05-23,131.5449,5.9297,6.2717,F3,510.23,0
38520,20230413창하079624B,KCMD,C,2023-04-13,2023-06-01,314.2181,6.2883,5.6687,F3,673.05,0
38523,20230518오포030297A,KCMD,L,2023-05-18,2023-06-22,129.1454,7.5035,5.8299,F3,496.35,0
38524,20230418창하063578A,KCMD,C,2023-04-18,2023-06-22,324.2397,6.5364,6.0401,F3,718.04,0
38525,20230609수성029329C,GGMD,P,2023-06-09,2023-08-16,394.2725,6.2812,6.9389,F3,2701.32,0
38547,20230612수성099939C,KCMD,Y,2023-06-12,2023-06-16,398.3838,6.4028,6.693,F3,782.18,0
38549,20230623산천097311A,KCMD,Y,2023-06-23,2023-08-09,400.2348,6.1864,6.6697,F3,791.65,0
38553,20230519오포034297A,GBMD,L,2023-05-19,2023-06-05,128.9193,5.9537,6.2104,F3,701.55,1
38556,20230426수성014412C,GGMD,K,2023-04-26,2023-05-18,321.1113,7.9942,6.1088,F3,2638.13,0
38559,20230603수성029197C,JJBB,P,2023-06-03,2023-09-22,394.1247,6.4956,6.5059,F3,2047.13,0
38563,20230421산천033090A,KCMD,L,2023-04-21,2023-05-05,320.7378,5.6218,5.9197,F2,699.91,1
38565,20230508창하077001B,KCMD,C,2023-05-08,2023-05-11,131.4833,5.6371,6.2455,F2,487.47,0
38578,20230411오포045038A,JJBB,L,2023-04-11,2023-05-19,322.7092,7.322,5.7949,F1,1978.45,0
38590,20230511수성023519C,JJBB,K,2023-05-11,2023-05-29,128.4432,6.448,6.1644,F3,1781.31,0
38591,20230411오포079627A,JJBB,C,2023-04-11,2023-04-21,320.4281,5.4312,6.3215,F3,1971.23,0
38595,20230506수성055617C,JJBB,L,2023-05-06,2023-05-30,130.7274,7.4591,6.6921,F1,1797.48,0
38599,20230614창하080529A,KCMD,C,2023-06-14,2024-03-13,398.4117,6.2197,6.7159,F3,795.75,1
38607,20230507오포021881A,KCMD,K,2023-05-07,2023-06-08,129.0165,6.0695,5.5086,F3,490.76,0
38623,20230527창하083125B,KCMD,C,2023-05-27,2023-06-19,131.5249,5.7227,6.3191,F3,493.59,0
38635,20230419수성027439C,JJBB,P,2023-04-19,2023-07-09,324.1667,5.67,6.4496,F3,1980.18,0
38636,20230623수성045495C,GBMD,L,2023-06-23,2023-08-13,387.5528,6.2472,6.8907,F1,1061.88,0
38638,20230426수성045734C,GBMD,L,2023-04-26,2023-04-28,323.0217,6.0874,6.3245,F1,997.32,0
38640,20230517산천027192A,KCMD,P,2023-05-17,2023-05-28,129.077,5.858,6.0206,F3,505.3,0
38646,20230410산천033494A,JJBB,L,2023-04-10,2023-04-22,321.9728,5.9658,5.6645,F2,2016.99,0
38649,20230408수성009587C,JJBB,K,2023-04-08,2023-05-14,320.5797,5.8822,5.8608,F3,1985.81,0
38650,20230504산천040517A,KCMD,L,2023-05-04,2023-05-17,130.6183,7.3928,6.124,F1,509.04,1
38652,20230503창하026527A,KCMD,P,2023-05-03,2023-05-06,128.3373,5.8843,5.476,F3,522.44,0
38659,20230429창하053869B,GGMD,L,2023-04-29,2023-08-07,323.9132,6.0551,6.1661,F1,2697.53,1
38660,20230617오포096340A,KCMD,Y,2023-06-17,2023-06-21,399.2027,6.3962,6.6513,F2,762.93,0
38663,20230626수성005257C,JJBB,K,2023-06-26,2023-08-08,394.9996,6.4071,6.8531,F3,2050.14,1
38672,20230618산천003567A,KCMD,K,2023-06-18,2023-06-20,387.4049,6.3872,6.8523,F3,760.6,1
38674,20230501창하034447B,GBMD,L,2023-05-01,2023-06-11,127.2812,6.1523,6.3045,F2,732.75,0
38675,20230504창하075978A,KCMD,C,2023-05-04,2023-06-01,131.5274,6.7809,6.205,F2,525.61,0
38677,20230515오포034605A,KCMD,L,2023-05-15,2023-12-20,127.8543,7.7487,6.0016,F3,490.42,1
38679,20230616오포086714A,GBMD,Y,2023-06-16,2023-09-04,399.2332,6.1539,6.7271,F2,983.89,0
38687,20230504오포002254A,GBMD,K,2023-05-04,2023-08-15,129.3553,6.7147,6.0822,F3,700.12,0
38688,20230507수성082746C,KCMD,C,2023-05-07,2023-06-01,131.5656,6.3996,5.333,F2,516.8,0
38698,20230512산천071681A,KCMD,C,2023-05-12,2023-07-15,131.5751,5.4902,6.0202,F3,509.79,1
38699,20230521수성046689C,KCMD,L,2023-05-21,2023-07-03,130.4309,6.5226,5.9393,F3,520.81,0
38709,20230428오포079878A,JJBB,C,2023-04-28,2023-07-16,326.1386,5.9303,6.4837,F3,1983.29,0
38712,20230519창하078055A,JJBB,C,2023-05-19,2023-06-03,131.6247,6.9896,6.1606,F3,1800.84,0
38714,20230516창하065296B,GBMD,C,2023-05-16,2023-05-18,131.5116,5.8817,6.2449,F3,729.75,0
38724,20230410산천098130A,GBMD,Y,2023-04-10,2023-05-19,323.7604,5.9345,5.9088,F2,890.68,0
38727,20230524오포090469A,GBMD,Y,2023-05-24,2023-05-30,131.545,5.8038,6.321,F3,709.45,0
38729,20230406산천045215A,GBMD,L,2023-04-06,2023-05-26,327.2758,6.8452,6.5452,F3,897.23,0
38736,20230608오포079697A,GBMD,C,2023-06-08,2024-03-06,407.6314,6.2863,6.9531,F2,984.62,1
38737,20230528창하035410B,KCMD,L,2023-05-28,2023-08-27,127.8397,6.0034,6.4805,F3,475.97,0
38744,20230520오포001680A,JJBB,K,2023-05-20,2023-06-22,127.7914,6.3982,6.4187,F3,1781.57,0
38751,20230501창하016273A,KCMD,K,2023-05-01,2023-05-29,128.9844,7.6028,6.1164,F3,520.45,0
38754,20230406산천047458A,GBMD,L,2023-04-06,2023-05-15,329.6751,6.1356,6.2085,F1,897.67,1
38756,20230418창하002709A,JJBB,K,2023-04-18,2023-05-20,317.7213,5.9692,5.8944,F3,1975.39,0
38757,20230616수성051050C,GBMD,L,2023-06-16,2023-11-29,394.6726,6.3179,6.8717,F3,1059.77,1
38759,20230528창하084367B,GBMD,C,2023-05-28,2023-07-29,131.4925,6.9234,6.2057,F3,726.33,0
38762,20230408산천013413A,JJBB,K,2023-04-08,2023-04-10,312.9413,5.7644,6.4523,F3,2020.15,0
38765,20230414산천001618A,KCMD,K,2023-04-14,2023-05-15,322.4272,7.4548,5.6705,F3,706.17,0
38784,20230528수성005729C,JJBB,K,2023-05-28,2023-06-10,128.781,6.0248,6.7062,F3,1779.06,0
38787,20230502창하013672A,JJBB,K,2023-05-02,2023-05-25,127.912,6.0809,6.3223,F3,1786.91,0
38799,20230408산천039411A,KCMD,L,2023-04-08,2023-06-13,315.0455,5.614,6.0193,F3,701.25,0
38810,20230421수성055660C,KCMD,L,2023-04-21,2023-04-28,327.9736,5.7003,6.1696,F1,714.09,1
38811,20230401수성046832B,KCMD,L,2023-04-01,2023-06-07,329.3028,7.5364,5.9415,F3,651.43,1
38814,20230523오포055608A,KCMD,L,2023-05-23,2023-07-06,131.1428,6.6259,5.9719,F1,497.61,0
38826,20230614창하058538A,KCMD,L,2023-06-14,2023-06-20,399.0025,6.1139,6.8222,F3,794.04,0
38827,20230516창하053358A,KCMD,L,2023-05-16,2023-07-26,129.9522,6.8632,6.0444,F3,519.36,0
38847,20230608수성027609C,GGMD,P,2023-06-08,2023-07-03,386.9241,6.1451,6.658,F3,2696.02,1
38850,20230507수성014535C,GBMD,K,2023-05-07,2023-05-27,128.1191,6.0263,6.3058,F3,784.83,0
38861,20230628오포083732A,KCMD,C,2023-06-28,2023-10-12,390.0162,6.2014,6.5979,F2,756.95,1
38862,20230620창하078636A,KCMD,C,2023-06-20,2023-07-21,399.8927,6.3348,6.6353,F3,798.77,0
38867,20230501창하017799B,KCMD,K,2023-05-01,2023-05-16,127.9333,7.4764,5.6772,F3,490.23,1
38870,20230427오포069634A,GBMD,C,2023-04-27,2023-09-04,319.6975,7.0526,5.9288,F2,904.12,0
38871,20230408수성006800C,JJBB,K,2023-04-08,2023-07-06,321.5388,5.7037,6.3155,F3,1981.57,0
38885,20230619수성077598C,JJBB,C,2023-06-19,2023-11-16,399.1219,6.1932,6.8246,F3,2054.32,0
38889,20230414창하063190B,KCMD,C,2023-04-14,2023-06-25,318.7837,6.1761,6.2843,F2,679.79,0
38890,20230526산천052677A,KCMD,L,2023-05-26,2023-06-17,130.3508,6.653,5.2437,F1,510.88,0
38892,20230411창하018647A,KCMD,K,2023-04-11,2023-05-20,316.1086,5.7523,6.0725,F3,703.87,0
38897,20230529오포048911A,JJBB,L,2023-05-29,2023-06-07,130.539,6.0366,6.7597,F3,1769.32,0
38908,20230403오포072157A,KCMD,C,2023-04-03,2023-06-06,327.4932,7.3057,5.7469,F2,693.1,0
38914,20230514수성069846C,JJBB,C,2023-05-14,2023-06-30,131.5003,5.8643,5.7686,F2,1792.64,0
38931,20230406산천017461A,GBMD,K,2023-04-06,2023-05-03,317.4866,5.8853,5.7965,F3,890.01,0
38934,20230419오포013454A,KCMD,K,2023-04-19,2023-07-24,316.6633,6.8386,5.7936,F2,681.23,0
38952,20230603수성072322C,KCMD,C,2023-06-03,2023-09-30,401.2201,6.4039,6.9275,F2,794.38,0
38965,20230623산천054143A,KCMD,L,2023-06-23,2024-04-23,395.8363,5.7785,6.7437,F1,774.2,1
38967,20230528산천021465A,KCMD,K,2023-05-28,2023-06-21,127.7708,7.0358,6.0603,F3,506.02,0
38968,20230429오포037570A,KCMD,L,2023-04-29,2023-07-18,315.5298,6.5618,5.4342,F3,680.39,1
38975,20230614수성056400C,JJBB,L,2023-06-14,2023-06-21,395.7924,6.3381,6.7656,F1,2053.38,0
38987,20230609창하010179B,GGMD,K,2023-06-09,2023-07-24,405.1938,6.3217,6.7831,F3,2768.68,1
38990,20230405산천052934A,JJBB,L,2023-04-05,2023-07-16,316.8008,5.8423,5.9174,F3,2032.29,1
39001,20230518오포096398A,KCMD,Y,2023-05-18,2023-05-24,131.5482,5.9535,6.0979,F3,496.37,0
39004,20230603창하071181A,GBMD,C,2023-06-03,2023-06-05,404.2552,6.2416,6.9691,F3,994.84,1
39008,20230627오포096469A,KCMD,Y,2023-06-27,2023-07-02,397.3274,6.4567,6.7268,F2,757.68,0
39019,20230617산천094946A,GGMD,Y,2023-06-17,2023-08-07,394.5976,6.2375,6.787,F2,2766.57,0
39029,20230522오포071726A,KCMD,C,2023-05-22,2023-07-17,131.5669,6.1976,6.1833,F2,495.52,0
39030,20230403창하031918A,KCMD,L,2023-04-03,2023-05-05,318.8033,5.7846,6.6741,F3,709.92,0
39037,20230410산천037078A,KCMD,L,2023-04-10,2023-06-28,332.7039,6.8857,5.9064,F3,716.89,0
39040,20230424수성013278C,JJBB,K,2023-04-24,2023-05-16,314.6948,6.1979,6.2475,F3,1972.24,0
39041,20230503수성013453C,KCMD,K,2023-05-03,2023-10-10,128.4049,5.8492,5.9396,F3,522.33,0
39044,20230409창하057054A,KCMD,L,2023-04-09,2023-06-03,313.5027,6.4306,6.0728,F3,697.02,0
39051,20230420산천043710A,KCMD,L,2023-04-20,2023-07-13,320.3335,5.8252,5.7508,F3,695.63,0
39056,20230508수성040945C,GBMD,L,2023-05-08,2023-09-19,130.0579,5.7214,6.4195,F1,798.92,0
39062,20230618오포012394A,JJBB,K,2023-06-18,2023-07-05,394.1126,6.208,6.7826,F3,2051.45,0
39063,20230514산천082857A,KCMD,C,2023-05-14,2023-05-28,131.5592,7.6902,6.0145,F3,509.16,0
39065,20230620수성089485C,GGMD,Y,2023-06-20,2023-10-10,401.5259,6.1504,6.7989,F3,2710.22,1
39071,20230613오포052703A,JJBB,L,2023-06-13,2023-07-11,401.588,6.254,6.9298,F3,2054.47,1
39081,20230423창하073015A,KCMD,C,2023-04-23,2023-06-05,319.1525,7.3946,5.8871,F3,718.66,0
39082,20230405창하060873B,KCMD,C,2023-04-05,2023-05-16,329.3624,7.0271,5.8788,F2,676.54,1
39094,20230521수성090334C,JJBB,Y,2023-05-21,2024-01-03,131.5736,6.4233,5.6648,F2,1791.98,0
39098,20230609수성038749C,KCMD,L,2023-06-09,2023-08-24,394.1253,6.4233,6.6172,F3,786.53,1
39099,20230622오포091167A,GBMD,Y,2023-06-22,2023-07-31,394.6635,6.3304,6.8924,F2,978.0,0
39104,20230423창하014571A,KCMD,K,2023-04-23,2023-05-16,321.5434,6.1948,5.2131,F3,711.16,0
39105,20230608창하019481B,GGMD,K,2023-06-08,2023-06-22,401.3737,6.2211,6.7894,F3,2766.98,0
39110,20230405수성009677C,GBMD,K,2023-04-05,2023-07-12,314.6001,5.7587,5.9706,F3,985.12,0
39111,20230418수성080579C,KCMD,C,2023-04-18,2023-07-18,313.228,6.6816,5.9107,F3,696.87,0
39112,20230616수성068496C,KCMD,C,2023-06-16,2023-08-30,403.2012,6.2758,6.6291,F3,791.28,1
39121,20230427산천069422A,KCMD,C,2023-04-27,2023-05-23,317.7437,5.7509,5.7766,F3,690.41,0
39129,20230526창하020715A,JJBB,K,2023-05-26,2023-06-25,127.4346,5.8164,6.277,F3,1786.41,0
39131,20230516산천058378A,KCMD,L,2023-05-16,2023-07-11,129.7988,5.8054,6.5217,F3,510.97,0
39132,20230415산천048770A,KCMD,L,2023-04-15,2023-04-30,310.939,6.5764,5.9863,F1,687.39,0
39133,20230401창하069257A,KCMD,C,2023-04-01,2023-04-07,324.8843,7.094,6.2975,F3,724.06,0
39136,20230613오포085432A,KCMD,Y,2023-06-13,2023-07-14,408.0162,6.5001,6.5639,F3,767.1,1
39139,20230607산천082365A,KCMD,C,2023-06-07,2023-10-01,396.1249,6.5055,6.8934,F2,777.66,1
39144,20230622오포067840A,KCMD,C,2023-06-22,2023-09-06,395.1984,6.4811,6.6624,F3,757.9,0
39148,20230527오포087446A,JJBB,Y,2023-05-27,2023-06-08,131.5757,6.332,6.3211,F2,1779.36,0
39164,20230508수성044853C,JJBB,L,2023-05-08,2023-05-21,130.524,5.7432,6.0096,F3,1795.04,0
39169,20230415수성043211C,KCMD,L,2023-04-15,2023-08-26,317.5328,5.8381,5.9912,F3,686.61,0
39178,20230513산천035756A,KCMD,L,2023-05-13,2023-09-30,128.9251,7.1875,5.702,F2,501.48,0
39182,20230429창하018276A,GBMD,K,2023-04-29,2023-07-09,323.7108,5.8031,5.9629,F3,917.57,0
39188,20230416산천096335A,JJBB,Y,2023-04-16,2023-05-15,327.9965,7.4715,6.0328,F3,2031.16,1
39194,20230509오포037072A,KCMD,L,2023-05-09,2023-06-05,128.4844,7.8901,6.0162,F2,499.1,1
39198,20230611오포044683A,GBMD,L,2023-06-11,2023-08-16,400.2961,6.5106,6.7089,F1,979.49,0
39200,20230527오포085076A,GBMD,Y,2023-05-27,2023-10-13,131.5199,5.8049,6.2772,F3,718.34,0
39213,20230627창하045244A,KCMD,L,2023-06-27,2023-07-01,400.6909,6.368,6.7068,F3,795.06,0
39214,20230628산천093882A,KCMD,Y,2023-06-28,2023-09-17,402.6778,6.2061,6.7443,F3,784.61,0
39220,20230411창하007642B,KCMD,K,2023-04-11,2023-04-13,313.9773,5.7996,6.4499,F3,668.43,0
39224,20230512창하087712B,KCMD,Y,2023-05-12,2023-10-17,131.553,6.0452,5.9888,F3,481.65,1
39233,20230516수성089057C,KCMD,Y,2023-05-16,2023-07-27,131.5652,6.8671,5.9732,F3,515.18,0
39236,20230502산천004960A,KCMD,K,2023-05-02,2023-05-03,128.4485,6.3884,6.0933,F3,507.37,0
39243,20230507수성015111C,GBMD,K,2023-05-07,2023-08-08,128.9511,6.5966,5.1235,F3,798.69,0
39255,20230427수성056356C,KCMD,L,2023-04-27,2023-04-28,315.3647,6.1876,6.3296,F3,704.16,0
39256,20230627수성029084C,GBMD,P,2023-06-27,2023-07-26,397.2292,6.3189,6.9333,F2,1067.14,0
39261,20230609산천077640A,KCMD,C,2023-06-09,2023-08-25,396.6024,6.6374,6.676,F3,764.16,1
39263,20230412오포092345A,KCMD,Y,2023-04-12,2023-05-03,326.0421,6.3779,5.8062,F3,694.74,0
39267,20230504창하093064A,JJBB,Y,2023-05-04,2023-06-27,131.5105,5.6844,5.5931,F3,1789.94,0
39279,20230605수성023120C,KCMD,K,2023-06-05,2023-09-20,398.4133,6.2972,6.926,F3,785.49,1
39281,20230423창하029885A,KCMD,P,2023-04-23,2023-07-20,320.4506,5.5072,6.1058,F2,708.26,0
39282,20230616산천061103A,GBMD,C,2023-06-16,2023-08-16,401.2851,6.1865,6.8033,F3,969.3,0
39287,20230616수성067638C,JJBB,C,2023-06-16,2023-07-01,393.8074,6.4512,6.8623,F3,2055.92,1
39288,20230413산천026897A,KCMD,P,2023-04-13,2023-06-08,325.2721,5.9036,6.0455,F2,695.78,1
39291,20230608창하035279B,KCMD,L,2023-06-08,2023-09-21,399.038,6.4756,6.6742,F3,755.92,0
39298,20230527산천088916A,KCMD,Y,2023-05-27,2023-10-15,131.5525,7.3517,5.7761,F3,510.19,1
39307,20230510수성082500C,JJBB,C,2023-05-10,2023-06-18,131.595,6.0015,6.5003,F3,1788.46,0
39310,20230523창하035344B,GBMD,L,2023-05-23,2023-11-26,128.8289,5.7183,5.7425,F3,722.34,0
39321,20230423수성034251C,KCMD,L,2023-04-23,2023-05-04,321.3405,6.7343,5.9401,F3,705.74,0
39323,20230624산천098124A,KCMD,Y,2023-06-24,2023-08-13,394.5049,6.2058,6.6435,F2,762.0,0
39332,20230420오포097944A,KCMD,Y,2023-04-20,2023-06-20,309.2471,5.7669,5.8667,F3,677.44,0
39335,20230514산천045620A,KCMD,L,2023-05-14,2023-08-28,130.6083,5.6174,6.3629,F3,508.7,1
39338,20230509수성023276C,JJBB,K,2023-05-09,2023-10-18,128.0171,6.9013,6.0954,F3,1781.78,1
39339,20230418오포086679A,KCMD,Y,2023-04-18,2023-04-23,323.9586,7.1755,6.4242,F2,679.57,0
39341,20230511수성076588C,JJBB,C,2023-05-11,2023-08-31,131.5653,7.0047,5.9796,F3,1786.22,1
39343,20230417오포057291A,KCMD,L,2023-04-17,2023-07-14,318.5496,5.8277,6.1592,F3,682.66,1
39346,20230517산천030967A,KCMD,L,2023-05-17,2023-07-14,128.4506,5.8904,6.32,F3,505.36,0
39349,20230522수성035699C,KCMD,L,2023-05-22,2023-08-08,128.4333,5.8882,6.0671,F3,520.23,0
39350,20230627오포022920A,KCMD,K,2023-06-27,2023-10-27,395.4162,6.2128,6.8309,F3,761.14,0
39353,20230401창하075099B,KCMD,C,2023-04-01,2023-04-17,338.2704,5.9036,6.2769,F3,695.03,0
39365,20230423수성033891C,KCMD,L,2023-04-23,2023-05-04,326.1188,7.1746,6.0039,F2,723.74,0
39373,20230604오포088234A,GGMD,Y,2023-06-04,2023-08-11,403.9658,6.2361,6.9181,F3,2825.39,1
39382,20230624수성006682C,JJBB,K,2023-06-24,2023-06-26,395.344,6.1957,6.6987,F3,2052.44,0
39384,20230424오포025797A,KCMD,P,2023-04-24,2023-05-15,318.239,6.6142,6.4415,F3,682.27,0
39385,20230507오포018731A,JJBB,K,2023-05-07,2023-05-12,129.0182,6.1361,6.3595,F3,1787.93,0
39390,20230622수성086523C,GBMD,Y,2023-06-22,2023-07-13,397.4562,6.2736,6.6715,F2,1073.87,0
39391,20230508창하071735A,JJBB,C,2023-05-08,2023-06-16,131.5803,5.8207,6.0026,F3,1796.66,0
39404,20230622산천081296A,KCMD,C,2023-06-22,2023-08-30,397.3416,6.3948,6.8641,F3,782.54,0
39405,20230426창하035492B,KCMD,L,2023-04-26,2023-06-02,312.9385,6.0743,6.2856,F3,668.98,1
39410,20230629산천085353A,KCMD,Y,2023-06-29,2023-07-20,396.9501,6.2803,6.5916,F3,774.77,0
39419,20230622수성074469C,KCMD,C,2023-06-22,2023-09-05,398.5728,6.4803,6.757,F2,782.05,0
39420,20230402산천029058A,JJBB,P,2023-04-02,2023-06-17,321.7656,7.0121,6.1179,F2,2035.51,0
39422,20230615산천098589A,KCMD,Y,2023-06-15,2023-07-08,395.122,6.6356,6.9596,F3,774.53,0
39434,20230514산천077026A,JJBB,C,2023-05-14,2023-05-16,131.5701,5.8607,6.4628,F3,1825.82,0
39439,20230626수성075358C,KCMD,C,2023-06-26,2023-07-18,396.9016,6.0378,6.7873,F3,782.37,1
39443,20230501창하094381A,KCMD,Y,2023-05-01,2023-05-28,131.5899,6.2586,5.934,F3,525.79,0
39449,20230415창하016639B,KCMD,K,2023-04-15,2023-05-14,320.3503,6.9595,6.2702,F3,671.95,0
39451,20230421산천067668A,KCMD,C,2023-04-21,2023-05-10,322.975,6.1665,6.626,F3,694.75,0
39454,20230421산천029934A,JJBB,P,2023-04-21,2023-05-17,322.8322,6.1444,6.3457,F3,2019.15,0
39462,20230512창하060028B,KCMD,C,2023-05-12,2023-05-26,131.538,5.7852,6.034,F3,484.08,1
39464,20230513창하066039A,GBMD,C,2023-05-13,2023-05-26,131.5696,5.8949,6.1759,F2,725.44,0
39465,20230528오포013083A,KCMD,K,2023-05-28,2023-06-27,127.6026,5.7859,6.0542,F3,500.83,0
39469,20230415창하046812A,KCMD,L,2023-04-15,2023-06-12,319.5761,7.9084,5.8503,F3,712.39,1
39472,20230519오포013704A,KCMD,K,2023-05-19,2023-09-15,129.5774,5.8855,6.1299,F3,492.05,0
39486,20230621수성018634C,KCMD,K,2023-06-21,2023-07-13,388.9357,6.3196,6.9926,F3,781.18,0
39499,20230406수성032353C,KCMD,L,2023-04-06,2023-04-21,317.3884,5.7909,5.9912,F3,705.79,0
39500,20230412수성001121C,GGMD,K,2023-04-12,2023-05-04,312.1635,5.9492,6.5563,F3,2627.64,1
39504,20230422수성020343C,GBMD,K,2023-04-22,2023-06-07,320.2949,7.3266,6.4309,F3,990.14,1
39516,20230508창하066876B,GBMD,C,2023-05-08,2023-07-07,131.5807,5.8385,5.927,F2,723.32,1
39519,20230517수성040524C,JJBB,L,2023-05-17,2023-05-29,130.1959,7.0821,5.6728,F2,1789.4,0
39520,20230619수성047536C,KCMD,L,2023-06-19,2023-08-17,397.2197,6.3987,6.7154,F1,790.25,1
39522,20230422창하049543B,GBMD,L,2023-04-22,2023-05-21,319.7285,5.5176,6.2889,F1,909.23,1
39531,20230519창하042034B,KCMD,L,2023-05-19,2023-06-27,130.5459,7.1071,5.8048,F2,488.56,1
39532,20230604창하040558B,GGMD,L,2023-06-04,2023-07-09,393.7703,6.1708,6.6684,F1,2760.03,0
39534,20230522산천058320A,KCMD,L,2023-05-22,2023-12-23,130.7764,5.9102,6.0603,F1,501.59,1
39536,20230417오포021900A,JJBB,K,2023-04-17,2023-09-12,325.4982,7.4592,5.2929,F3,1966.86,1
39542,20230517산천051256A,KCMD,L,2023-05-17,2023-06-01,130.7641,6.7388,6.6444,F3,506.54,0
39553,20230611창하037702B,JJBB,L,2023-06-11,2023-09-05,395.7233,6.3794,6.6751,F3,2104.16,1
39560,20230515오포029388A,KCMD,P,2023-05-15,2023-07-31,128.6937,6.516,6.1824,F3,495.19,0
39563,20230517산천061467A,KCMD,C,2023-05-17,2023-06-12,131.4932,5.8338,6.067,F3,517.87,0
39567,20230513수성056040C,KCMD,L,2023-05-13,2023-07-10,130.5956,6.2781,6.3607,F1,518.38,1
39575,20230629산천061623A,GBMD,C,2023-06-29,2023-10-21,399.8862,6.219,6.8614,F2,980.28,1
39577,20230507창하047870A,JJBB,L,2023-05-07,2023-10-22,130.0648,6.8368,5.9435,F1,1787.54,0
39579,20230529창하091408A,KCMD,Y,2023-05-29,2023-06-27,131.5551,5.6912,6.0848,F3,527.94,1
39601,20230614수성034689C,GGMD,L,2023-06-14,2023-09-25,400.1885,6.2998,6.9211,F3,2703.89,0
39605,20230523오포099453A,KCMD,Y,2023-05-23,2023-05-25,131.5279,7.5738,6.0915,F2,496.68,0
39613,20230425산천055462A,GBMD,L,2023-04-25,2023-05-07,325.3617,7.6668,5.5666,F1,898.65,0
